"First","Last","Player","Season","Team","Min","Pos","Passes","PassPct","xPassPct","Score","Per100","Distance","Vertical","Touch%","Comp ($K)","Passes/96","PassPct/96","xPassPct/96","Score/96","Per100/96","Distance/96","Vertical/96","Touch%/96","extreme1","extreme2","plotnames"
"Gregory","van der Wiel","Gregory van der Wiel",2018,"TOR",2446,"CB",1444,0.885,0.824,88.3270875476301,6.11683431770291,19.0148908662173,2.69512128325509,0.103154812034128,835.00004,56.6737530662306,0.885041551246537,0.823873208069508,3.4666395766854,6.11683431770291,19.0148908662173,2.69512128325509,0.103154812034128,2310,2703,"Wiel 2018"
"Reto","Ziegler","Reto Ziegler",2018,"FCD",2747,"CB",1624,0.845,0.791,88.0050718262791,5.4190315163965,24.7864995239199,7.51880553532411,0.113231519223946,800,56.7542773935202,0.845443349753695,0.79125303458973,3.07553217885795,5.4190315163965,24.7864995239199,7.51880553532411,0.113231519223946,1738,2401,"Ziegler 2018"
"Diego","Polenta","Diego Polenta",2019,"LAG",2714,"CB",1406,0.824,0.761,87.4705269951373,6.22123236096282,20.4502654587454,6.76593264248705,0.0973328219608039,777.276,49.7332350773766,0.823613086770982,0.761400763161353,3.09402011478747,6.22123236096282,20.4502654587454,6.76593264248705,0.0973328219608039,1147,2163,"Polenta 2019"
"Graham","Zusi","Graham Zusi",2017,"SKC",2244,"FB/WB",1554,0.848,0.794,84.4935226421803,5.43716361918792,20.5276126249409,-0.636426403641882,0.119107655209763,757.10227,66.4812834224599,0.848133848133848,0.793762211941969,3.6146961558152,5.43716361918792,20.5276126249409,-0.636426403641882,0.119107655209763,1784,2420,"Zusi 2017"
"Michael","Parkhurst","Michael Parkhurst",2015,"CLB",3054,"CB",1644,0.856,0.805,84.0346056371926,5.11159401686087,24.4930839180346,7.26607244318182,0.106759143118421,300,51.6777996070727,0.856447688564477,0.805331748395868,2.64155931276048,5.11159401686087,24.4930839180346,7.26607244318182,0.106759143118421,1994,2496,"Parkhurst 2015"
"Chad","Marshall","Chad Marshall",2016,"SEA",2760,"CB",1256,0.848,0.781,83.8121142238378,6.67293903056033,22.3310144646751,8.71872769953052,0.0867624132563833,341.25,43.6869565217391,0.847929936305732,0.781200546000129,2.91520397300305,6.67293903056033,22.3310144646751,8.71872769953052,0.0867624132563833,1545,2418,"Marshall 2016"
"Osvaldo","Alonso","Osvaldo Alonso",2017,"SEA",2184,"CDM",1686,0.909,0.86,82.354729052633,4.88462212649069,21.1794714847106,5.175,0.12982841597068,1141.66704,74.1098901098901,0.909252669039146,0.860406447774239,3.61998809022563,4.88462212649069,21.1794714847106,5.175,0.12982841597068,2710,2757,"Alonso 2017"
"Graham","Zusi","Graham Zusi",2018,"SKC",3301,"FB/WB",2512,0.805,0.772,82.1766030471773,3.27136158627298,20.0423973905219,1.53037586547972,0.128921401029964,782.10227,73.0542259921236,0.804936305732484,0.772222689869754,2.38986788625538,3.27136158627298,20.0423973905219,1.53037586547972,0.128921401029964,1351,1908,"Zusi 2018"
"Matt","Besler","Matt Besler",2017,"SKC",2480,"CB",1821,0.858,0.813,81.8040678673425,4.49226072857455,23.226042611304,7.04143085787452,0.120222181300534,758.25,70.4903225806452,0.85777045579352,0.812847848507775,3.16660907873584,4.49226072857455,23.226042611304,7.04143085787452,0.120222181300534,2129,2511,"Besler 2017"
"Osvaldo","Alonso","Osvaldo Alonso",2019,"MIN",2539,"CDM",1503,0.921,0.868,81.0142555460335,5.39017002967621,19.7323810516184,5.31449458483755,0.114864166854769,697.5,56.8286727057897,0.921490352628077,0.867588652331315,3.06316208445026,5.39017002967621,19.7323810516184,5.31449458483755,0.114864166854769,2745,2775,"Alonso 2019"
"Chad","Marshall","Chad Marshall",2017,"SEA",2497,"CB",982,0.904,0.824,79.2916697212496,8.07450811825352,22.0188749261002,6.06210585585586,0.0751506570929188,366.25,37.7541049259111,0.904276985743381,0.823531904560846,3.04845826721664,8.07450811825352,22.0188749261002,6.06210585585586,0.0751506570929188,2306,2749,"Marshall 2017"
"Alejandro","Bedoya","Alejandro Bedoya",2018,"PHI",2949,"CDM",1673,0.886,0.839,78.7656504064797,4.70804844031558,17.7785525667241,3.10034412955466,0.103493755526452,1266.25,54.4618514750763,0.885833831440526,0.83875334703737,2.56409034893932,4.70804844031558,17.7785525667241,3.10034412955466,0.103493755526452,2516,2707,"Bedoya 2018"
"Bastian","Schweinsteiger","Bastian Schweinsteiger",2018,"CHI",2882,"CB",2064,0.853,0.815,78.073673404753,3.78263921534656,21.0283845966496,5.74215909090909,0.138405541845814,6100.00008,68.7522553782096,0.852713178294574,0.814886786141108,2.60064977337137,3.78263921534656,21.0283845966496,5.74215909090909,0.138405541845814,2153,2467,"Schweinsteiger 2018"
